Question,Answer
সর্বোচ্চ এনএএসি পেতে হলে মিনিমাম কত নম্বর তুলতে হবে,সর্বোচ্চ গ্রেড এ পেতে হলে ৯০ নম্বর তুলতে হবে
সর্বোচ্চ লিস্টেড পেতে হলে মিনিমাম কত নম্বর তুলতে হবে,সর্বোচ্চ গ্রেড এ পেতে হলে ৯০ নম্বর তুলতে হবে
সর্বোচ্চ হিস্টরিক পেতে হলে মিনিমাম কত নম্বর তুলতে হবে,সর্বোচ্চ গ্রেড এ পেতে হলে ৯০ নম্বর তুলতে হবে
গোলদাতা গ্রেড পেতে হলে মিনিমাম কত নম্বর তুলতে হবে,সর্বোচ্চ গ্রেড এ পেতে হলে ৯০ নম্বর তুলতে হবে
আয়কৃত গ্রেড পেতে হলে মিনিমাম কত নম্বর তুলতে হবে,সর্বোচ্চ গ্রেড এ পেতে হলে ৯০ নম্বর তুলতে হবে
এখানকার গ্রেডিং সিস্টেম কিরকম?,"সর্বোচ্চ গ্রেড ""এ"" যেইটা ৯০-১০০ এবং সর্বোনিম্ন গ্রেড ""ডি"" যেইটা ৫৫-৫৭।"
এখানকার গ্রেডিং সিস্টেম জাগল?,"সর্বোচ্চ গ্রেড ""এ"" যেইটা ৯০-১০০ এবং সর্বোনিম্ন গ্রেড ""ডি"" যেইটা ৫৫-৫৭।"
তাছাড়া গ্রেডিং সিস্টেম কিরকম?,"সর্বোচ্চ গ্রেড ""এ"" যেইটা ৯০-১০০ এবং সর্বোনিম্ন গ্রেড ""ডি"" যেইটা ৫৫-৫৭।"
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট এর ব্যবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট আগে ব্যবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট যদিও ব্যবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট ১৯৫০ ব্যবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো সারফেস এর ব্যবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো মডাল এর ব্যবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট এর ব্যবস্থার আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট এর ব্যাবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট এর ব্যবস্থায় আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির নিজস্ব কোনো ট্রান্সপোর্ট এর জনপরিবহন আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
ভার্সিটির স্বকীয়তায় কোনো ট্রান্সপোর্ট এর ব্যবস্থা আছে,জি ভার্সিটির নিজস্ব ট্রান্সপোর্ট সুবিধা আছে
"আমার বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস এসেছিল?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসার?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসা?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসতে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার মিনিবাসা মিরপুরে, ওখান থেকে কি ভার্সিটির মিনিবাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার ভলভোা মিরপুরে, ওখান থেকে কি ভার্সিটির ভলভো আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার লোকেরা মিরপুরে, ওখান থেকে কি ভার্সিটির লোকের আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমি বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"তোমার বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমাকে বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"তুমি বাসা মিরপুরে, ওখান থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, বারদীতে থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, কারাকাও থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, রশ্মিটি থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
"আমার বাসা মিরপুরে, বারবাজার থেকে কি ভার্সিটির বাস আসে?",জি মিরপুর থেকে আমাদের ট্রান্সপোর্ট আছে।
এখানকার ভিসি কে,আমাদের বর্তমান ভিসি স্যার হচ্ছেন প্রফেসর ডঃ মোঃ আবুল কাশেম মিয়া
তাছাড়া ভিসি কে,আমাদের বর্তমান ভিসি স্যার হচ্ছেন প্রফেসর ডঃ মোঃ আবুল কাশেম মিয়া
সেবাদানের ভিসি কে,আমাদের বর্তমান ভিসি স্যার হচ্ছেন প্রফেসর ডঃ মোঃ আবুল কাশেম মিয়া
পাশ নম্বর কত,পাস করার জন্য সর্বনিম্ন নম্বর হচ্ছে ৫৫
পাশ নম্বর করেছো,পাস করার জন্য সর্বনিম্ন নম্বর হচ্ছে ৫৫
ওপেন ক্রেডিট না ফিক্সড ক্রেডিট,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
সোর্স ক্রেডিট না ফিক্সড ক্রেডিট,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
অ্যাক্সেস ক্রেডিট না ফিক্সড ক্রেডিট,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
নলেজ ক্রেডিট না ফিক্সড ক্রেডিট,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
ওপেন কার্ডের না ফিক্সড কার্ডের,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
ওপেন কার্ডে না ফিক্সড কার্ডে,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
ওপেন ক্রেডিট না ওয়াইম্যাক্স ক্রেডিট,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
ওপেন ক্রেডিট না ডেনটেট ক্রেডিট,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
ওপেন ক্রেডিট না অ্যাকটিভিস্ট ক্রেডিট,আমাদের ইউনিভার্সিটির সিস্টেমটি ওপেন ক্রেডিট
"আমি ক্রেডিট এর বিষয়টি বুঝি না, আমাকে বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি কার্ডের এর বিষয়টি বুঝি না, আমাকে বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি কার্ডে এর বিষয়টি বুঝি না, আমাকে বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি ক্রেডিট এর বিষয়টি বুঝাতো না, আমাকে বুঝাতোয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি ক্রেডিট আগে বিষয়টি বুঝি না, আমাকে বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি ক্রেডিট যদিও বিষয়টি বুঝি না, আমাকে বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি ক্রেডিট ১৯৫০ বিষয়টি বুঝি না, আমাকে বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি ক্রেডিট এর বিষয়টি বুঝি না, বললো বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি ক্রেডিট এর বিষয়টি বুঝি না, আপনাকে বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
"আমি ক্রেডিট এর বিষয়টি বুঝি না, নদি বুঝিয়ে বলুন",আমাদের ইউনিভার্সিটি তে দুই ধরনের কোর্স আছে থিওরি এবং ল্যাব প্রত্যেক থিওরির ক্রেডিট ৩ এবং প্রত্যেক ল্যাবের ক্রেডিট ১
ভার্সিটিতে কি জিম আছে,জি ভার্সিটিতে মেল এবং ফিমেল উভয়ের জন্য জিমের ব্যবস্থা আছে
ভার্সিটিতে সাঙ্গ জিম আছে,জি ভার্সিটিতে মেল এবং ফিমেল উভয়ের জন্য জিমের ব্যবস্থা আছে
ভার্সিটিতে দেখেছ জিম আছে,জি ভার্সিটিতে মেল এবং ফিমেল উভয়ের জন্য জিমের ব্যবস্থা আছে
ভার্সিটিতে জানো জিম আছে,জি ভার্সিটিতে মেল এবং ফিমেল উভয়ের জন্য জিমের ব্যবস্থা আছে
ভার্সিটিতে ইয়াদোঁ জিম আছে,জি ভার্সিটিতে মেল এবং ফিমেল উভয়ের জন্য জিমের ব্যবস্থা আছে
ভার্সিটিতে কি হোস্টেলের ব্যবস্থা আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে কি হোস্টেলের ব্যবস্থা কথিত,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে কি হোস্টেলের ব্যবস্থা থাকলেও,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে কি হোস্টেলের ব্যবস্থা যেগুলি,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে সাঙ্গ হোস্টেলের ব্যবস্থা আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে দেখেছ হোস্টেলের ব্যবস্থা আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে জানো হোস্টেলের ব্যবস্থা আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে ইয়াদোঁ হোস্টেলের ব্যবস্থা আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে কি হোস্টেলের ব্যবস্থার আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে কি হোস্টেলের ব্যাবস্থা আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
ভার্সিটিতে কি হোস্টেলের ব্যবস্থায় আছে,জি ভার্সিটিতে হোস্টেলের ব্যবস্থা আছে
এখানে মাস্টার্স করার সুযোগ রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
এখানে মাস্টার্স করার অংশগ্রহণের রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
এখানে মাস্টার্স করার সুবিধা রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
এখানে মাস্টার্স করার শিক্ষার্জনের রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
এখানে মাস্টার্স করার সুবিধাও রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
এখানে মাস্টার্স চেষ্টা সুযোগ রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
এখানে মাস্টার্স হওয়ার সুযোগ রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
এখানে মাষ্টার্স করার সুযোগ রয়েছে,জি আমাদের অনেকগুলো মাস্টার্স এর প্রোগ্রাম আছে
"আমার আইএলটস করা আছে, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমাকে আইএলটস করা আছে, তাওকি আমাকে ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"তুমি আইএলটস করা আছে, তাওকি তুমি ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস করা কথিত, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস করা থাকলেও, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস করা যেগুলি, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস বিবেচনা আছে, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস হয়েছিল আছে, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস হয় আছে, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস সম্ভব আছে, তাওকি আমার ইংলিশ কোর্সটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস করা আছে, তাওকি আমার ইংলিশ বিবাহটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস করা আছে, তাওকি আমার ইংলিশ অস্নাতক করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস করা আছে, তাওকি আমার ইংলিশ যাত্রাটি করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
"আমার আইএলটস করা আছে, তাওকি আমার ইংলিশ এমএড করতে হবে?",আইএলটস এ সর্বনিম্ন ৬ থাকলে ইংলিশ কোর্সটি করতে হবেনা।
প্রতি কিস্তিতে কত টাকা দিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত টাকা দিতে করবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত টাকা দিতে অবশ্যই?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত টাকা দিতে যাবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত টাকা দিতে থাকবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত ব্যয়ে দিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত ডলার দিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত ₹ দিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
ছেল কিস্তিতে কত টাকা দিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
সহানুভূতিশীল কিস্তিতে কত টাকা দিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
আগ্রহ কিস্তিতে কত টাকা দিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত টাকা নিতে হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত টাকা দেয়ার হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
প্রতি কিস্তিতে কত টাকা দেবার হবে?,"তিনটি কিস্তি তে যথাক্রমে আপনার ট্রাইমেস্টার ফি এর ৪০%, ৩০% এবং ৩০% জমা দিতে হবে।"
বিবিএ কি কি সাবজেক্ট এর উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ সাঙ্গ সাঙ্গ সাবজেক্ট এর উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ দেখেছ দেখেছ সাবজেক্ট এর উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ জানো জানো সাবজেক্ট এর উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ ইয়াদোঁ ইয়াদোঁ সাবজেক্ট এর উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিসিএ কি কি সাবজেক্ট এর উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ কি কি সাবজেক্ট এর ভিত্তি অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ কি কি সাবজেক্ট এর নির্ভর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ কি কি সাবজেক্ট যার উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
বিবিএ কি কি সাবজেক্ট যদিও উপর অ্যাডমিশান এক্সাম?,বেসিক ম্যাথ এবং ইংরেজী।
কিভাবে ভর্তি হবো,"ভর্তি হওয়ার জন্য আমাদের এডমিশন অফিস অথবা অফিসিয়াল 
ওয়েবসাইট থেকে ভর্তি ফরমটি ডাউনলোড করে, পূরন করে জমা দিন"
কিভাবে ভর্তি فَلَوْلَا,"ভর্তি হওয়ার জন্য আমাদের এডমিশন অফিস অথবা অফিসিয়াল 
ওয়েবসাইট থেকে ভর্তি ফরমটি ডাউনলোড করে, পূরন করে জমা দিন"
কখন ভর্তি হবো,"ভর্তি হওয়ার জন্য আমাদের এডমিশন অফিস অথবা অফিসিয়াল 
ওয়েবসাইট থেকে ভর্তি ফরমটি ডাউনলোড করে, পূরন করে জমা দিন"
রেজাল্ট কিভাবে দেখব,"এডমিশন রেজাল্ট ইউনিভার্সিটির অফিশিয়াল ওয়েবসাইটে প্রকাশ 
করা হয়। এছাড়া প্রত্যেক সেমিস্টারের রেজাল্ট প্রত্যেক স্টুডেন্ট নিজের 
ইউক্যাম অ্যাকাউন্ট থেকে দেখতে পারে"
রেজাল্ট কখন দেখব,"এডমিশন রেজাল্ট ইউনিভার্সিটির অফিশিয়াল ওয়েবসাইটে প্রকাশ 
করা হয়। এছাড়া প্রত্যেক সেমিস্টারের রেজাল্ট প্রত্যেক স্টুডেন্ট নিজের 
ইউক্যাম অ্যাকাউন্ট থেকে দেখতে পারে"
ট্রান্সপোর্ট এর ৪০০০ টাকা কি প্রতি ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা কি ছেল ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা কি সহানুভূতিশীল ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা কি হেক্টরে ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা কি আগ্রহ ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট আগে ৪০০০ টাকা কি প্রতি ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট যদিও ৪০০০ টাকা কি প্রতি ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট ১৯৫০ ৪০০০ টাকা কি প্রতি ট্রাইমেস্টারে নাকি মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা সাঙ্গ প্রতি ট্রাইমেস্টারে নাসাঙ্গ মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা দেখেছ প্রতি ট্রাইমেস্টারে নাদেখেছ মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা জানো প্রতি ট্রাইমেস্টারে নাজানো মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ট্রান্সপোর্ট এর ৪০০০ টাকা ইয়াদোঁ প্রতি ট্রাইমেস্টারে নাইয়াদোঁ মাসে,ট্রান্সপোর্ট এর ৪০০০ টাকা প্রতি ট্রাইমেস্টারে
ইউ আই ইউ এর ফুল ফর্ম কি?,ইউ আই ইউ এর ফুল ফর্ম ইউনাইটেড ইন্টারন্যাশনাল ইউনিভার্সিটি
ইউ এন ইউ এর ফুল ফর্ম কি?,ইউ আই ইউ এর ফুল ফর্ম ইউনাইটেড ইন্টারন্যাশনাল ইউনিভার্সিটি
ইউ এস ইউ এর ফুল ফর্ম কি?,ইউ আই ইউ এর ফুল ফর্ম ইউনাইটেড ইন্টারন্যাশনাল ইউনিভার্সিটি
ইউ পি ইউ এর ফুল ফর্ম কি?,ইউ আই ইউ এর ফুল ফর্ম ইউনাইটেড ইন্টারন্যাশনাল ইউনিভার্সিটি
আন্ডারগ্রাজুয়েটে ডিগ্রিতে ইউআইইউ কি কি প্রোগ্রাম অফার করে,"আন্ডারগ্রাজুয়েট ডিগ্রিতে ত্রিপলই, সিএসই, বিবিএ, বিবিএ ইন এআইএস, সিভিল, এনভাইরন্মেন্ট অ্যান্ড ডেভেলপমেন্ট সাইন্স, মিডিয়া অ্যান্ড জার্নালিস্ম এবং ইকোনমিক্স  অফার করে।"
আন্ডারগ্রাজুয়েটে ডিগ্রিতে ইউআইইউ সাঙ্গ সাঙ্গ প্রোগ্রাম অফার করে,"আন্ডারগ্রাজুয়েট ডিগ্রিতে ত্রিপলই, সিএসই, বিবিএ, বিবিএ ইন এআইএস, সিভিল, এনভাইরন্মেন্ট অ্যান্ড ডেভেলপমেন্ট সাইন্স, মিডিয়া অ্যান্ড জার্নালিস্ম এবং ইকোনমিক্স  অফার করে।"
আন্ডারগ্রাজুয়েটে ডিগ্রিতে ইউআইইউ দেখেছ দেখেছ প্রোগ্রাম অফার করে,"আন্ডারগ্রাজুয়েট ডিগ্রিতে ত্রিপলই, সিএসই, বিবিএ, বিবিএ ইন এআইএস, সিভিল, এনভাইরন্মেন্ট অ্যান্ড ডেভেলপমেন্ট সাইন্স, মিডিয়া অ্যান্ড জার্নালিস্ম এবং ইকোনমিক্স  অফার করে।"
আন্ডারগ্রাজুয়েটে ডিগ্রিতে ইউআইইউ জানো জানো প্রোগ্রাম অফার করে,"আন্ডারগ্রাজুয়েট ডিগ্রিতে ত্রিপলই, সিএসই, বিবিএ, বিবিএ ইন এআইএস, সিভিল, এনভাইরন্মেন্ট অ্যান্ড ডেভেলপমেন্ট সাইন্স, মিডিয়া অ্যান্ড জার্নালিস্ম এবং ইকোনমিক্স  অফার করে।"
